UIK,voters,voted_mobile,voted_stationary,Turnout,Video
783,136,5,60,0.477941176470588,0
784,533,49,169,0.409005628517824,0
785,1133,31,366,0.350397175639894,1
786,1177,31,393,0.360237892948173,1
787,1574,59,457,0.327827191867853,1
788,1604,29,419,0.27930174563591,0
789,409,7,120,0.310513447432763,0
790,191,7,85,0.481675392670157,0
791,476,27,156,0.384453781512605,0
792,713,29,259,0.403927068723703,0
793,139,9,75,0.60431654676259,0
794,363,19,155,0.479338842975207,1
795,177,4,78,0.463276836158192,0
796,822,126,207,0.405109489051095,0
797,113,17,42,0.52212389380531,0
798,110,8,49,0.518181818181818,0
799,713,46,318,0.510518934081346,0
801,384,32,195,0.591145833333333,0
802,543,28,269,0.546961325966851,0
803,273,16,135,0.553113553113553,0
804,387,28,283,0.803617571059432,0
805,282,16,203,0.776595744680851,0
806,175,16,102,0.674285714285714,0
807,97,4,73,0.793814432989691,0
808,374,46,223,0.719251336898396,0
809,469,29,278,0.654584221748401,0
810,1106,100,383,0.436708860759494,1
811,231,20,103,0.532467532467532,0
812,121,8,74,0.677685950413223,0
813,40,2,38,1,0
814,408,37,188,0.551470588235294,1
815,322,4,245,0.773291925465838,0
816,63,0,43,0.682539682539683,0
817,63,0,52,0.825396825396825,0
818,515,24,298,0.625242718446602,0
819,102,3,58,0.598039215686274,0
820,101,0,65,0.643564356435644,0
821,82,10,57,0.817073170731707,0
822,509,32,235,0.524557956777996,1
823,163,5,98,0.631901840490798,0
824,634,43,330,0.588328075709779,1
825,45,0,31,0.688888888888889,0
826,75,5,58,0.84,0
827,119,12,85,0.815126050420168,0
828,415,73,291,0.87710843373494,0
829,413,31,242,0.661016949152542,0
830,116,7,70,0.663793103448276,0
831,225,14,135,0.662222222222222,0
832,913,13,542,0.607886089813801,0
833,314,60,212,0.866242038216561,0
834,864,154,311,0.538194444444444,1
835,831,57,544,0.723225030084236,0
836,330,5,139,0.436363636363636,0
837,270,10,136,0.540740740740741,0
838,280,0,127,0.453571428571429,0
839,130,6,100,0.815384615384615,0
381,1898,101,556,0.346153846153846,1
382,1830,41,597,0.348633879781421,1
383,1763,29,537,0.321043675553035,1
384,1811,27,653,0.37548315847598,1
385,1957,40,656,0.355646397547266,1
386,1794,39,435,0.264214046822742,1
387,2233,45,688,0.328257948947604,1
388,1613,28,512,0.334779913205208,1
389,1806,23,573,0.330011074197121,1
390,1773,23,577,0.338409475465313,1
391,1823,42,545,0.321996708721887,1
392,1712,31,516,0.319509345794392,1
393,1801,32,517,0.304830649639089,1
394,1692,32,541,0.338652482269504,1
395,1638,83,391,0.289377289377289,1
396,2062,74,553,0.304073714839961,1
397,1812,80,461,0.298565121412804,1
398,1919,68,502,0.297029702970297,1
399,2705,120,749,0.321256931608133,1
400,1024,50,301,0.3427734375,1
841,1569,62,835,0.5717017208413,1
842,224,6,130,0.607142857142857,0
843,967,24,376,0.413650465356774,1
844,173,5,64,0.398843930635838,0
845,88,0,56,0.636363636363636,0
846,138,0,64,0.463768115942029,0
847,574,34,261,0.513937282229965,0
848,82,2,32,0.414634146341463,0
849,243,28,84,0.460905349794239,0
850,100,0,50,0.5,0
851,107,2,37,0.364485981308411,0
852,670,72,257,0.491044776119403,0
853,961,29,326,0.369406867845994,1
854,64,0,39,0.609375,0
855,708,30,256,0.403954802259887,0
856,553,25,235,0.470162748643761,1
857,230,8,103,0.482608695652174,0
858,156,3,86,0.57051282051282,0
859,1121,29,316,0.307760927743087,1
860,2166,61,646,0.326408125577101,1
861,978,41,342,0.39161554192229,1
862,2235,58,716,0.346308724832215,1
863,2065,80,627,0.342372881355932,1
870,1869,135,549,0.365971107544141,1
871,2747,108,976,0.394612304331999,1
872,247,19,56,0.303643724696356,0
873,182,8,80,0.483516483516484,0
874,1005,46,285,0.329353233830846,1
875,1512,43,356,0.263888888888889,1
876,813,27,358,0.473554735547355,1
877,1371,70,609,0.49525893508388,1
878,292,7,90,0.332191780821918,0
879,334,6,92,0.293413173652695,0
880,2466,60,659,0.291565287915653,1
881,1447,61,491,0.381478921907395,1
882,898,43,238,0.312917594654788,1
884,477,36,176,0.444444444444444,0
885,819,47,293,0.415140415140415,0
886,562,40,140,0.320284697508897,0
887,834,24,254,0.333333333333333,0
888,181,28,83,0.613259668508287,0
889,844,25,191,0.255924170616114,0
890,1050,24,329,0.336190476190476,1
891,348,26,57,0.238505747126437,0
892,312,24,104,0.41025641025641,0
893,156,4,82,0.551282051282051,0
894,792,29,299,0.414141414141414,0
895,538,29,155,0.342007434944238,0
896,554,76,167,0.438628158844765,0
897,403,18,145,0.404466501240695,0
898,709,25,245,0.380818053596615,0
899,173,11,33,0.254335260115607,0
900,485,33,172,0.422680412371134,0
901,965,25,338,0.376165803108808,0
902,1154,41,377,0.362218370883882,1
402,1110,31,217,0.223423423423423,0
403,1453,92,292,0.264280798348245,1
404,808,33,133,0.205445544554455,0
405,1516,24,339,0.239445910290237,0
406,1258,17,339,0.282988871224165,1
407,1472,52,447,0.338994565217391,1
408,1381,43,480,0.378711078928313,1
409,1403,49,523,0.407697790449038,1
410,1383,23,340,0.262472885032538,1
411,1587,29,437,0.293635790800252,1
412,1416,37,349,0.272598870056497,1
413,1433,36,350,0.269364968597348,1
414,750,3,295,0.397333333333333,0
415,1534,37,557,0.38722294654498,1
416,1381,46,385,0.312092686459088,1
417,1345,33,359,0.291449814126394,1
418,1618,15,345,0.222496909765142,0
419,1429,59,559,0.432470258922323,0
420,1650,31,433,0.281212121212121,0
421,1541,26,406,0.280337443218689,0
422,531,20,188,0.391713747645951,0
423,722,9,235,0.337950138504155,0
424,629,11,130,0.224165341812401,0
425,284,4,50,0.190140845070423,0
906,654,40,246,0.437308868501529,0
907,57,3,34,0.649122807017544,0
908,338,20,172,0.568047337278107,0
909,54,5,28,0.611111111111111,0
910,641,26,251,0.43213728549142,0
911,248,10,76,0.346774193548387,0
912,58,8,26,0.586206896551724,0
913,62,6,35,0.661290322580645,0
914,574,32,234,0.463414634146341,0
915,199,34,81,0.577889447236181,0
916,78,5,42,0.602564102564103,0
917,572,36,203,0.417832167832168,0
918,59,4,28,0.542372881355932,0
919,56,20,10,0.535714285714286,0
920,724,66,328,0.544198895027624,0
921,107,14,49,0.588785046728972,0
922,276,20,111,0.47463768115942,0
923,1016,52,319,0.365157480314961,0
924,595,38,271,0.519327731092437,0
925,143,8,61,0.482517482517482,0
926,233,11,134,0.622317596566524,0
927,71,2,36,0.535211267605634,0
928,925,44,287,0.357837837837838,0
929,471,25,193,0.462845010615711,0
930,99,6,36,0.424242424242424,0
931,404,40,195,0.581683168316832,0
933,2306,81,743,0.357328707718994,1
934,2445,166,804,0.396728016359918,1
935,2211,78,733,0.366802351876979,1
936,970,141,404,0.561855670103093,1
937,1257,127,794,0.732696897374702,1
938,900,44,357,0.445555555555556,0
939,170,12,98,0.647058823529412,0
940,514,63,405,0.910505836575875,0
941,640,166,382,0.85625,0
942,78,14,56,0.897435897435897,0
943,369,31,269,0.813008130081301,0
944,83,12,59,0.855421686746988,0
945,194,17,148,0.850515463917526,0
946,402,29,272,0.748756218905473,0
947,704,68,434,0.713068181818182,0
948,384,26,290,0.822916666666667,0
951,736,29,230,0.351902173913043,0
952,2656,122,908,0.387801204819277,1
953,913,95,292,0.423877327491785,0
954,224,11,87,0.4375,0
955,1977,34,611,0.326251896813354,1
956,1384,28,328,0.257225433526012,1
957,597,28,183,0.353433835845896,0
958,128,8,43,0.3984375,0
959,558,24,235,0.46415770609319,0
960,727,46,249,0.405777166437414,0
961,235,10,95,0.446808510638298,0
962,190,7,81,0.463157894736842,0
963,206,13,81,0.456310679611651,0
964,762,37,359,0.519685039370079,0
965,149,11,102,0.758389261744966,0
966,158,6,59,0.411392405063291,0
967,139,4,50,0.388489208633094,0
968,669,64,293,0.533632286995516,0
969,85,6,51,0.670588235294118,0
970,350,17,130,0.42,0
971,66,11,34,0.681818181818182,0
972,193,3,68,0.367875647668394,0
973,405,16,161,0.437037037037037,0
974,365,3,109,0.306849315068493,0
975,451,49,157,0.456762749445676,0
977,938,49,338,0.412579957356077,0
978,856,47,393,0.514018691588785,0
979,506,22,224,0.486166007905138,0
980,89,0,39,0.438202247191011,0
981,239,17,87,0.435146443514644,0
982,110,9,59,0.618181818181818,0
983,2388,83,802,0.370603015075377,1
984,957,40,306,0.361546499477534,0
985,840,35,262,0.353571428571429,0
986,828,41,297,0.408212560386473,0
987,93,2,40,0.451612903225806,0
988,599,58,308,0.6110183639399,0
989,130,9,57,0.507692307692308,0
990,244,7,119,0.516393442622951,0
991,152,5,100,0.690789473684211,0
992,73,4,42,0.63013698630137,0
993,584,47,213,0.445205479452055,0
994,197,7,94,0.512690355329949,0
995,761,24,287,0.408672798948752,0
996,322,13,138,0.468944099378882,0
997,101,0,70,0.693069306930693,0
998,240,35,93,0.533333333333333,0
999,616,61,223,0.461038961038961,0
1000,186,9,106,0.618279569892473,0
1001,100,8,55,0.63,0
1002,75,2,35,0.493333333333333,0
1003,103,6,54,0.58252427184466,0
1008,1440,86,533,0.429861111111111,1
1009,1386,89,435,0.378066378066378,1
1010,1393,101,471,0.410624551328069,1
1011,459,66,127,0.420479302832244,0
1012,469,68,195,0.560767590618337,0
1013,219,12,143,0.707762557077626,0
1014,993,86,394,0.483383685800604,1
1015,195,19,83,0.523076923076923,0
1016,947,133,322,0.480464625131996,1
1017,1046,111,417,0.504780114722753,1
1018,517,70,228,0.576402321083172,0
1019,519,79,206,0.549132947976879,0
1020,948,99,529,0.662447257383966,0
1021,716,65,296,0.504189944134078,0
1022,1303,133,508,0.491941673062164,1
1023,522,60,191,0.480842911877395,0
1024,286,21,139,0.559440559440559,0
1025,450,92,233,0.722222222222222,0
1026,111,11,66,0.693693693693694,0
1028,58,3,36,0.672413793103448,0
1029,280,14,156,0.607142857142857,0
1030,486,67,251,0.654320987654321,0
1031,1018,116,295,0.403732809430255,1
1032,1026,120,272,0.382066276803119,0
1033,530,21,196,0.409433962264151,0
1034,128,18,36,0.421875,0
1035,149,0,71,0.476510067114094,0
1036,1549,102,520,0.401549386701097,1
1037,1468,60,466,0.358310626702997,1
1038,419,38,149,0.446300715990453,0
1039,169,8,50,0.343195266272189,0
1040,310,36,105,0.454838709677419,0
1041,766,70,316,0.503916449086162,0
1044,2583,347,867,0.469996128532714,1
1045,879,18,448,0.530147895335609,0
1046,1401,93,951,0.745182012847966,1
1047,2104,147,691,0.39828897338403,1
1048,1192,49,815,0.724832214765101,1
1049,991,62,325,0.390514631685166,1
1050,1572,74,699,0.491730279898219,1
1051,875,31,618,0.741714285714286,0
1052,669,79,367,0.666666666666667,0
1053,176,13,131,0.818181818181818,0
1054,176,10,128,0.784090909090909,0
1055,298,12,216,0.76510067114094,0
1056,227,7,174,0.797356828193833,0
1057,958,35,592,0.654488517745303,0
1058,190,5,152,0.826315789473684,0
1059,250,19,170,0.756,0
1060,451,22,362,0.851441241685144,0
1061,620,28,379,0.656451612903226,0
1062,308,45,186,0.75,0
1063,406,46,157,0.5,0
1064,170,9,135,0.847058823529412,0
1065,157,10,121,0.834394904458599,0
1066,271,17,239,0.944649446494465,0
1067,179,6,173,1,0
1073,60,11,29,0.666666666666667,0
1074,112,2,50,0.464285714285714,0
1075,1011,58,315,0.368941641938675,1
1076,281,15,91,0.377224199288256,0
1077,145,4,57,0.420689655172414,0
1078,728,29,221,0.343406593406593,0
1079,682,45,247,0.428152492668622,0
1080,155,14,59,0.470967741935484,0
1081,425,32,166,0.465882352941176,0
1082,408,30,185,0.526960784313726,0
1083,705,36,198,0.331914893617021,0
1084,101,0,33,0.326732673267327,0
1085,2078,85,732,0.393166506256015,1
1086,1112,58,306,0.327338129496403,1
1087,513,72,243,0.614035087719298,0
1089,783,63,290,0.450830140485313,1
1090,67,8,49,0.850746268656716,0
1091,180,11,149,0.888888888888889,0
1092,1693,54,570,0.368576491435322,1
1093,1367,124,446,0.41697147037308,1
1094,259,17,163,0.694980694980695,0
1095,112,6,76,0.732142857142857,0
1096,168,17,103,0.714285714285714,0
1097,111,5,81,0.774774774774775,0
1098,432,77,223,0.694444444444444,0
1099,525,116,150,0.506666666666667,1
1100,255,32,62,0.368627450980392,0
1101,408,58,135,0.473039215686274,0
1102,378,32,165,0.521164021164021,0
1103,901,42,421,0.513873473917869,1
1104,175,20,101,0.691428571428571,0
1105,527,54,191,0.464895635673624,0
1106,429,45,214,0.603729603729604,1
1107,348,17,178,0.560344827586207,1
1108,133,24,60,0.631578947368421,0
1109,499,30,244,0.549098196392786,0
1110,184,15,113,0.695652173913043,0
1111,101,8,61,0.683168316831683,0
1112,192,9,96,0.546875,0
1115,1803,64,523,0.325568496949529,1
1116,1984,85,605,0.347782258064516,1
1117,1000,29,290,0.319,1
1118,1053,39,266,0.289648622981956,1
1119,876,36,217,0.288812785388128,0
1120,1524,44,399,0.290682414698163,1
1121,351,21,138,0.452991452991453,0
1122,1252,102,320,0.337060702875399,1
1123,836,54,365,0.501196172248804,0
1124,778,54,295,0.448586118251928,0
1125,470,20,205,0.478723404255319,0
1126,497,28,215,0.488933601609658,0
1127,1312,117,458,0.438262195121951,1
1128,117,4,58,0.52991452991453,0
1129,443,12,177,0.426636568848758,0
1130,377,30,173,0.538461538461538,0
1131,647,41,237,0.42967542503864,0
1132,687,100,260,0.524017467248908,0
1133,329,35,175,0.638297872340426,0
1134,862,100,283,0.444315545243619,0
1135,646,51,351,0.622291021671827,0
1136,583,20,287,0.526586620926244,0
1137,413,20,185,0.49636803874092,0
1138,545,43,200,0.445871559633028,0
1139,767,59,343,0.524119947848761,0
1141,666,71,267,0.507507507507508,0
1142,503,33,225,0.512922465208748,0
1143,258,15,102,0.453488372093023,0
1144,527,41,133,0.330170777988615,0
1145,959,82,329,0.428571428571429,0
1146,732,53,306,0.490437158469945,0
1147,701,45,322,0.523537803138374,0
1148,925,46,404,0.486486486486487,0
1149,1591,74,561,0.399120050282841,0
1150,1289,58,456,0.398758727695888,1
1151,1019,30,377,0.399411187438665,1
1152,1268,69,502,0.450315457413249,0
1153,1362,12,476,0.358296622613803,0
1154,916,40,309,0.381004366812227,0
1155,648,28,280,0.475308641975309,0
1156,867,68,400,0.539792387543253,1
1157,745,84,379,0.621476510067114,0
1158,470,25,257,0.6,0
1159,568,24,277,0.529929577464789,0
1160,205,18,91,0.531707317073171,0
1161,271,14,179,0.712177121771218,0
1162,685,37,264,0.439416058394161,0
1164,599,7,93,0.1669449081803,0
1165,2125,41,615,0.308705882352941,1
1166,1724,18,623,0.371809744779582,1
1167,1632,73,549,0.381127450980392,1
1168,1571,23,581,0.384468491406747,1
1169,1665,24,526,0.33033033033033,1
1170,1630,46,434,0.294478527607362,1
1171,1791,30,502,0.297040759352317,1
1172,413,17,158,0.423728813559322,0
1173,692,20,287,0.44364161849711,0
1174,355,35,161,0.552112676056338,0
1175,809,17,246,0.325092707045735,0
1176,828,18,241,0.31280193236715,0
1177,182,11,67,0.428571428571429,0
1179,261,5,97,0.390804597701149,0
1180,1354,26,616,0.474150664697194,1
1181,1034,17,508,0.507736943907157,1
1182,1010,13,390,0.399009900990099,1
1183,405,7,174,0.446913580246914,0
1184,141,3,62,0.460992907801418,0
1185,1187,32,471,0.423757371524853,1
1186,810,13,326,0.418518518518519,0
1187,1205,34,372,0.336929460580913,1
1188,1535,11,663,0.439087947882736,1
1189,917,21,257,0.303162486368593,0
1190,810,18,272,0.358024691358025,0
1191,902,21,342,0.402439024390244,0
1192,911,22,389,0.451152579582876,0
1194,985,48,314,0.36751269035533,1
1195,2476,55,909,0.389337641357027,1
1196,511,43,218,0.510763209393346,0
1197,276,10,144,0.557971014492754,0
1198,82,4,44,0.585365853658537,0
1199,44,4,34,0.863636363636364,0
1200,94,0,58,0.617021276595745,0
1201,290,19,124,0.493103448275862,0
1202,94,5,54,0.627659574468085,0
1203,321,45,115,0.498442367601246,0
1204,642,28,297,0.506230529595016,0
1205,558,33,223,0.458781362007168,0
1206,748,126,264,0.521390374331551,0
1207,81,0,58,0.716049382716049,0
1208,411,34,180,0.520681265206813,0
1209,88,6,51,0.647727272727273,0
427,1765,39,458,0.281586402266289,1
428,2668,61,659,0.269865067466267,1
429,2472,45,601,0.261326860841424,1
430,2604,55,750,0.309139784946237,1
431,2447,113,666,0.318348998774009,1
432,1501,19,659,0.451698867421719,1
433,1755,36,607,0.366381766381766,1
434,1181,28,352,0.321761219305673,1
435,1173,40,334,0.318840579710145,1
436,933,20,150,0.182207931404073,1
437,2630,9,968,0.37148288973384,1
438,2454,32,998,0.419722901385493,1
439,2337,32,874,0.387676508344031,1
440,1612,45,435,0.297766749379653,1
441,2340,35,794,0.354273504273504,1
442,2490,52,932,0.395180722891566,1
443,1445,12,470,0.33356401384083,1
444,1722,30,582,0.355400696864112,1
445,2579,20,891,0.353237689026755,1
446,1367,12,469,0.351865398683248,1
447,1405,10,406,0.296085409252669,1
448,2541,55,897,0.37465564738292,1
449,1124,23,332,0.315836298932384,1
450,1648,28,614,0.389563106796116,1
451,1740,67,394,0.264942528735632,1
452,2654,44,675,0.270911831198191,1
453,2403,77,566,0.267582188930504,1
454,2754,29,672,0.254538852578068,1
455,1146,2,361,0.316753926701571,1
456,1104,8,397,0.366847826086957,1
1211,1828,73,827,0.492341356673961,1
1212,1729,46,681,0.420474262579526,1
1213,2099,97,700,0.379704621248213,1
1214,1513,140,535,0.446133509583609,1
1215,1462,54,619,0.460328317373461,1
1216,1747,86,642,0.416714367487121,1
1217,1586,46,518,0.355611601513241,0
1218,283,14,149,0.575971731448763,0
1219,637,40,300,0.533751962323391,0
1220,217,11,79,0.414746543778802,0
1221,719,67,356,0.588317107093185,0
1222,735,57,384,0.6,1
1223,816,66,300,0.448529411764706,0
1224,661,34,285,0.482602118003026,1
1225,120,8,74,0.683333333333333,0
1226,102,3,55,0.568627450980392,0
1227,226,20,73,0.411504424778761,0
1228,1101,202,331,0.484105358764759,1
1229,193,11,104,0.595854922279793,0
1230,1339,37,444,0.359223300970874,0
1231,1635,44,618,0.404892966360856,0
1232,814,45,170,0.264127764127764,1
1233,1066,56,392,0.420262664165103,1
1234,325,18,138,0.48,0
1235,2660,46,980,0.385714285714286,1
1236,1763,66,769,0.473624503686897,1
1237,371,13,193,0.555256064690027,0
1238,191,7,114,0.633507853403141,0
1239,1367,44,534,0.422823701536211,1
1240,2105,90,864,0.453206650831354,0
1241,543,41,240,0.517495395948435,0
1242,165,5,84,0.539393939393939,0
1243,963,33,499,0.552440290758048,0
1244,200,12,94,0.53,0
1249,2520,134,820,0.378571428571429,1
1250,1423,122,459,0.408292340126493,1
1251,615,34,226,0.422764227642276,0
1252,74,1,35,0.486486486486487,0
1253,295,17,138,0.525423728813559,0
1254,178,6,107,0.634831460674157,0
1255,653,71,236,0.470137825421133,0
1256,312,40,93,0.426282051282051,0
1257,265,43,97,0.528301886792453,0
1258,237,27,109,0.573839662447257,0
1259,481,46,235,0.584199584199584,0
1260,206,28,84,0.543689320388349,0
1261,857,34,328,0.422403733955659,1
1262,421,64,144,0.494061757719715,0
1263,119,11,39,0.420168067226891,0
1264,140,10,68,0.557142857142857,0
1265,342,45,154,0.58187134502924,0
1266,99,4,68,0.727272727272727,0
1267,346,49,192,0.696531791907514,0
1268,250,49,128,0.708,0
1270,610,52,292,0.563934426229508,0
1271,92,8,49,0.619565217391304,0
1272,814,96,255,0.431203931203931,0
1273,1114,42,487,0.474865350089767,1
1274,223,12,89,0.452914798206278,0
1275,174,4,75,0.454022988505747,0
1276,2107,118,700,0.388229710488847,1
1277,1659,104,410,0.309825195901145,1
1278,161,8,74,0.509316770186335,0
1279,218,33,79,0.513761467889908,0
1280,167,0,89,0.532934131736527,0
1281,392,32,165,0.502551020408163,1
1282,152,8,59,0.440789473684211,0
1283,306,11,119,0.42483660130719,0
1284,56,0,26,0.464285714285714,0
1285,2337,101,519,0.265297389816003,0
1286,2676,58,805,0.322496263079223,1
1287,2430,148,548,0.28641975308642,1
1288,667,15,163,0.266866566716642,0
1289,2816,25,743,0.272727272727273,1
1290,622,7,148,0.2491961414791,0
1291,332,4,100,0.313253012048193,0
1292,996,45,344,0.390562248995984,0
1293,1158,36,458,0.426597582037997,0
1294,115,2,34,0.31304347826087,0
1295,1324,19,428,0.33761329305136,1
1296,295,9,109,0.4,0
1297,271,7,113,0.44280442804428,0
1298,269,11,55,0.245353159851301,0
1299,969,48,301,0.360165118679051,0
1300,131,6,46,0.396946564885496,0
1301,499,4,232,0.472945891783567,0
1302,1541,73,478,0.357560025957171,1
1303,2865,41,888,0.324258289703316,1
1304,2335,27,558,0.250535331905782,1
1305,364,10,151,0.442307692307692,0
1306,2345,69,735,0.342857142857143,1
1307,1152,24,351,0.325520833333333,1
1308,1316,20,385,0.307750759878419,1
1309,1354,38,354,0.289512555391433,0
1310,506,20,130,0.296442687747036,0
1311,367,31,209,0.653950953678474,0
1316,1101,57,467,0.475930971843778,1
1317,1183,64,492,0.469991546914624,1
1318,1255,57,435,0.39203187250996,1
1319,1150,55,613,0.580869565217391,1
1320,674,69,324,0.583086053412463,0
1321,636,50,279,0.517295597484277,0
1322,671,52,346,0.593144560357675,0
1323,2150,236,720,0.444651162790698,1
1324,498,45,234,0.560240963855422,0
1327,1988,98,577,0.33953722334004,1
1328,2163,68,586,0.302357836338419,1
1329,1331,36,516,0.414725770097671,1
1330,2443,77,599,0.276708964388047,1
1331,2065,59,605,0.321549636803874,1
1332,1059,64,489,0.52219074598678,0
1333,289,26,137,0.56401384083045,0
1334,997,46,371,0.418254764292879,0
1335,911,29,443,0.518111964873765,0
1336,111,17,46,0.567567567567568,0
1337,561,46,280,0.581105169340463,0
1338,626,52,288,0.543130990415335,0
1339,101,6,53,0.584158415841584,0
1340,580,51,280,0.570689655172414,0
1341,1236,56,467,0.423139158576052,0
1342,580,36,281,0.546551724137931,0
1343,314,39,154,0.614649681528662,0
1344,970,115,389,0.519587628865979,1
1345,442,21,207,0.515837104072398,0
1346,267,29,109,0.51685393258427,0
1348,1526,49,476,0.344036697247706,1
1349,2477,67,862,0.375050464271296,1
1350,1734,41,482,0.30161476355248,1
1351,535,20,158,0.332710280373832,0
1352,661,25,150,0.264750378214826,0
1353,1179,118,357,0.402883799830365,1
1354,575,64,172,0.410434782608696,0
1355,719,63,299,0.503477051460362,0
1356,422,47,163,0.497630331753554,0
1357,414,40,242,0.681159420289855,0
